# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Fri Oct 22 10:22:29 BRT 2021 [seed=1634908943568]
# -overwrite aln.AllBr.Major_Brazilian_clade.cd-hit.HKY+I+G4_StrictClock_Exponential_Assym-Phylogeography.xml
state	joint	prior	likelihood	age(root)	treeLength	exponential.popSize	exponential.growthRate	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	pInv	default.clock.rate	local.clock.rate	default.meanRate	local.meanRate	local.rates.CentreWest.MG	local.rates.CentreWest.Northeast	local.rates.CentreWest.RJ	local.rates.CentreWest.SP	local.rates.CentreWest.South	local.rates.MG.Northeast	local.rates.MG.RJ	local.rates.MG.SP	local.rates.MG.South	local.rates.Northeast.RJ	local.rates.Northeast.SP	local.rates.Northeast.South	local.rates.RJ.SP	local.rates.RJ.South	local.rates.SP.South	local.rates.MG.CentreWest	local.rates.Northeast.CentreWest	local.rates.RJ.CentreWest	local.rates.SP.CentreWest	local.rates.South.CentreWest	local.rates.Northeast.MG	local.rates.RJ.MG	local.rates.SP.MG	local.rates.South.MG	local.rates.RJ.Northeast	local.rates.SP.Northeast	local.rates.South.Northeast	local.rates.SP.RJ	local.rates.South.RJ	local.rates.South.SP	local.indicators.CentreWest.MG	local.indicators.CentreWest.Northeast	local.indicators.CentreWest.RJ	local.indicators.CentreWest.SP	local.indicators.CentreWest.South	local.indicators.MG.Northeast	local.indicators.MG.RJ	local.indicators.MG.SP	local.indicators.MG.South	local.indicators.Northeast.RJ	local.indicators.Northeast.SP	local.indicators.Northeast.South	local.indicators.RJ.SP	local.indicators.RJ.South	local.indicators.SP.South	local.indicators.MG.CentreWest	local.indicators.Northeast.CentreWest	local.indicators.RJ.CentreWest	local.indicators.SP.CentreWest	local.indicators.South.CentreWest	local.indicators.Northeast.MG	local.indicators.RJ.MG	local.indicators.SP.MG	local.indicators.South.MG	local.indicators.RJ.Northeast	local.indicators.SP.Northeast	local.indicators.South.Northeast	local.indicators.SP.RJ	local.indicators.South.RJ	local.indicators.South.SP	local.nonZeroRates	default.treeLikelihood	default.branchRates	local.branchRates	c_local.count[1]	coalescent
20000	-53008.47512942061	-1351.009090389754	-51657.466039030856	2021.2681056622773	47.233281831869405	760.341887921568	21.81221715130662	4.625470741075272	0.29391618410785103	0.17985814223656585	0.19628926738927366	0.32993640626630955	0.8090109999112535	0.8938080756369138	8.18163172989852E-4	1.1992776134351437	8.181631729898504E-4	1.1992776134351435	2.8635495818056262	0.17407060611200556	0.6413911825267089	0.2617731168265876	1.5889255176579486	0.07218206299990981	0.8769976544136165	3.134073994992581	0.3203708534025113	0.17166163342638238	0.5794124925946256	2.598366452195493	5.224894507680207	1.1990694404433553	0.8759989776717583	0.4008357279066793	1.2187016539630366	1.427155938364532	0.42144611735971577	0.6001195034075404	0.9531457855271863	3.9650156712901077	0.7054028333016855	1.189392694305945	1.9037676410976867	0.3072412297892658	2.483632355824481	0.4610811646275187	0.05162573339669324	1.46276766316357	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	14.0	-51196.85259825433	0.0	0.0	153.0	-1226.6221512380882
21000	-53040.98224864811	-1423.7952476455546	-51617.18700100256	2021.233761779988	49.18130719583387	726.0140622757548	21.38629533700535	4.989596488076961	0.2991680059799786	0.18093594972746166	0.19361783603803193	0.32627820825452786	0.7059428413822075	0.8660332099555856	8.28480758152024E-4	1.4589795557481438	8.284807581520243E-4	1.458979555748145	0.488518674093759	0.05056286145540659	2.517003426660801	0.35405591768943934	0.2393217034399468	0.22007924211101262	0.7041774598841228	3.375560179239103	0.4484219451133887	0.2441838175164096	0.7196989598041613	2.4961535442557414	6.152758565532924	0.791510199568375	2.6313733280167835	0.4741275607374301	1.5550186897803522	1.568633811107628	0.03446148801016732	2.244096601748345	0.660536997001469	1.892089949616406	0.5236299971687879	1.2432142830977475	1.5881908116358294	0.2803519360200089	1.2745734511269398	0.10699561809460842	0.08660194060193732	3.8360571559531325	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	15.0	-51178.41887776057	0.0	0.0	157.0	-1283.0301626473122
22000	-52970.61132212437	-1328.9476752639528	-51641.66364686042	2021.305983985757	46.09786305858258	385.8104425236149	18.261002403112126	4.9109567235304	0.2991680059799786	0.17891181429359126	0.19361783603803193	0.3283023436883983	0.5764204713825484	0.8455082338529333	8.189718722831739E-4	1.1356128514609667	8.189718722831699E-4	1.1356128514609642	1.378780440612344	0.30963212433373494	1.1142319755696	0.4634533644983316	0.3038506866167939	0.6542939306628329	2.0240990725288164	1.5056727043891502	0.7448926485497875	0.3355830874041803	0.7536674085616638	0.6047508888089629	6.220160486794667	0.445756713768901	2.3618159490368935	2.1478696084577487	0.6058509965037839	1.4972190262777532	0.3008939872207927	1.8500648821308379	0.3336925400967372	2.6618174884314247	0.6849440361701541	0.5953905694775876	2.5645060845954357	0.17267595691827214	0.8512081616047431	0.02612762078737093	0.02206252138284711	0.43849291333902574	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	15.0	-51167.382886219406	0.0	0.0	155.0	-1216.5477389078221
23000	-52956.970394689786	-1355.097174113401	-51601.87322057639	2021.2362062996838	47.80371335739163	363.1828317160393	18.791587743189144	4.716335265747613	0.2948472370636839	0.1840159205322581	0.19237997478405333	0.3287568676200048	0.971295049275856	0.8768890468603066	8.310100300197056E-4	1.4495631495580845	8.310100300197072E-4	1.449563149558089	1.2577209031732253	0.2678904233471477	1.2236934491790612	1.0721069207520704	0.7479641710771164	0.3594761757702989	0.6235738073408548	0.37454821912899566	0.8226637718489442	0.7258446858839732	3.365367020139969	0.07995278248632931	4.932770428449413	0.863989639458073	0.7321712084822307	1.4225883315919396	0.14206923966752646	0.8315679561950793	0.7808463902992571	1.6996098089598721	0.7458669691771366	3.340149649510513	2.7561536715875588	1.0356293214963472	2.0716135364364856	0.6694648857078177	0.8369825015930135	0.041566852241518404	0.12632096266396306	2.721810640260848	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	14.0	-51167.074071132745	0.0	0.0	155.0	-1222.8436071630229
24000	-52929.99865204148	-1308.1924631162972	-51621.806188925184	2021.3063957552752	45.26861924548817	317.308256695121	17.824922054462483	4.94390221337836	0.2938942894472803	0.1840159205322581	0.19593717809577266	0.32615261192468903	0.8698484118259558	0.8774070359882908	8.449864736035992E-4	1.2190916121870559	8.449864736035985E-4	1.2190916121870565	0.5638557935713854	0.5497257114212302	0.6798664204196893	0.5516865823493202	2.0288942128377467	0.31987007711086013	0.8239750026493549	0.16494840383553472	0.7205166207476561	0.12682964047994605	0.9595776205010942	0.4416599225043844	5.784723890130343	1.5856466354993661	0.872351513101634	0.46828036771478543	0.5176312823187461	1.289723916168893	1.2047463021060918	2.682706349102111	0.7569056299532566	3.255812163473533	2.100289048427897	3.3336686249969953	2.7397564978651427	0.8698881328149237	2.2112077927307525	0.2884924295360582	0.165131386094447	0.4025787111430269	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	14.0	-51175.90484987418	0.0	0.0	144.0	-1189.5573043649836
25000	-52935.6094427591	-1347.3700123273131	-51588.239430431786	2021.2774325359246	46.402878802409134	253.22411584224352	17.26109365161226	4.743871491382827	0.2987665995792497	0.18023769659390598	0.19397271085009668	0.3270229929767477	1.541472665015024	0.9037503901680007	8.16917791585059E-4	1.4611099476850136	8.169177915850584E-4	1.4611099476850158	2.0618646409368684	0.1407858244774887	0.49160965583208877	0.19604524476828555	4.848385339455105	0.40125164355434084	0.10918132094662315	0.19502130864773795	0.9395516886297843	3.6422215627378596	0.5824773182890307	0.191674825253367	3.9139298612662694	1.0032222585723667	1.0896866016474895	0.49577773405958775	1.2793303924415207	4.898622666802842	1.0260207040726792	0.8697307192500426	3.40664300228719	3.1879857905270366	0.33819356280401014	1.9078507440019938	1.2537177222580158	0.33827139073029033	1.4362167393439962	1.6926568557379906	0.7045420754843865	1.6103545717520127	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	16.0	-51152.452292516	0.0	0.0	142.0	-1207.4926732718877
26000	-52949.24893231147	-1338.0898129702775	-51611.159119341195	2021.2911910576709	44.47409979494243	544.0905876948625	19.417676421586837	4.980267084877616	0.2987665995792497	0.17720919376983077	0.19397271085009668	0.3300514958008229	1.37683520528184	0.8981716218417973	8.215427192344605E-4	1.4332232433964747	8.215427192344619E-4	1.4332232433964738	1.9461618677122356	0.6387106657662995	0.6220146765556804	0.49748706419215577	3.391118854991629	0.0639172949060502	0.40141113701346204	0.2956214847121625	0.3897716645366817	3.548406045665221	0.5985961843129147	0.15918004249851148	4.701030482153403	0.6542655937625125	1.0481415917729306	0.5470599573135467	3.34223527947523	0.7618787627691808	0.7110903764462677	1.4845136251625033	1.5273859627095554	2.9609355216951574	0.4604604218088167	3.5705818778159863	2.12615989041111	0.2983736495086508	3.7932893582722236	0.3855730117705993	0.1327758671914235	0.2756437935824611	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	13.0	-51172.27826493367	0.0	0.0	153.0	-1205.8108240021036
27000	-52960.94007440585	-1327.273266714691	-51633.66680769116	2021.3267571666715	45.2932422008776	450.7681487218007	19.73926717457109	4.59010109145005	0.2940092456352602	0.18166933610556946	0.1919760480129947	0.33234537024617566	1.229132446087417	0.9093327575649792	8.338725634798591E-4	1.5208760335681892	8.338725634798578E-4	1.5208760335681915	1.2451871358777418	0.2970278339518927	1.3972625136708896	0.8642198365948629	2.6510982467725306	0.26063895650661956	0.11023934320925645	0.3119151141193504	0.6982631123093778	3.1815135950825995	0.46596916111718767	0.32676972870077503	3.5284280595156594	1.1275888511271357	1.7506925498521024	0.8024664654822607	4.570786740030448	0.9150178373511689	0.9619227916196361	1.136579415432149	1.024493443782756	2.463775660288878	2.6207883382620154	0.8914436816307543	1.8311799377810387	0.42038491547808354	1.015809361539083	0.5348355423324852	0.5296984594999026	0.12090224323001393	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	15.0	-51175.65865235029	0.0	0.0	154.0	-1191.2513340064982
28000	-52964.70338818093	-1354.3044261493512	-51610.398962031584	2021.2616668966386	47.0308288924916	434.8359457005366	18.926325222501713	4.836638730454012	0.2956320023788802	0.18085714470577283	0.19242685949445554	0.3310839934208914	1.1823960146316	0.9074878772625491	8.149632314806617E-4	1.4052833242708014	8.149632314806625E-4	1.4052833242708036	0.5668323739285903	0.48269648313976804	3.020688062167654	1.3659958349094075	2.483356354290719	0.257395679200739	0.8662044245016394	0.28037237550147326	0.8437456178335511	3.084601721240933	0.39194480551218835	0.21437607486325647	7.493880869233485	1.0990300058194264	2.0131593615290253	0.2596731837340159	1.3973149609669901	0.7015987394391273	1.4647183448386782	1.1942099177819825	1.2471703648605525	4.372351906168114	1.7358771263672488	2.9370269289088395	2.318297020990524	0.5589185140307905	2.795091380573879	1.4576961912987443	0.6041183989380154	0.27889598525866394	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	16.0	-51166.20423371545	0.0	0.0	150.0	-1211.1127791949382
29000	-53043.80411164076	-1403.743612337552	-51640.06049930321	2021.274072406088	49.94247869889359	371.45645390548714	18.762629146808145	5.013957178284869	0.2956320023788802	0.1791243595308124	0.19525470302838124	0.3299889350619261	1.351543771388559	0.9069254453158118	8.023488444748794E-4	1.3638665275339754	8.023488444748816E-4	1.3638665275339776	0.26079963177297333	0.366278715473057	2.9566328152802184	1.0541792324439596	3.3267543246029527	0.3233165515688967	0.6629312815452885	0.10672330092123489	0.7650441415165782	1.0633325986317934	1.5911578050690736	0.8933512803674354	5.280015117897023	0.28446235202679737	0.6558592099032325	0.08635618836152482	5.078261666513175	1.6445902540851947	0.29404248955155865	1.0710595469069843	1.701548435363603	3.728282252996916	2.1592127493305706	4.797933960329666	2.942703041355494	0.8384525430844865	1.8872419388613224	3.4065437359170336	2.7620899204616087	0.12428147639486167	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	14.0	-51186.412782956664	0.0	0.0	164.0	-1256.4425247383354
30000	-52970.477832177676	-1352.8840491474061	-51617.59378303027	2021.2966698180528	44.90639894687272	657.4966066800728	21.643521653545747	5.056640872265849	0.2941976793672307	0.1823720559238586	0.19525470302838124	0.3281755616805294	1.6044015315605133	0.8911702913951829	8.935777683611645E-4	1.5823657387655634	8.935777683611644E-4	1.5823657387655647	0.21762943342583174	0.24442566583293737	1.7510666359129337	0.7003480293681987	1.7085145971065194	0.2612460114995692	0.6731579881334316	0.16621890799337635	0.6808765360953993	0.8016660078239723	7.834917674517705	0.7152727133039011	6.333883727742416	0.3877520031872193	2.8442344150904955	0.25153302480490997	4.324188293553538	1.8804650722676122	1.0993119994609957	0.45336901238887417	0.9721389353909329	3.1004881222605496	1.1359622467407082	1.419247942631357	1.4293258372534123	0.42329924042629763	1.4388068911481295	1.263144640179049	0.5404431924144183	0.21763289560627896	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	13.0	-51183.32147924053	0.0	0.0	148.0	-1206.4150978101516
31000	-52941.796505548846	-1301.2292271330882	-51640.56727841576	2021.3088850896806	38.3336320910972	584.3538018229766	20.48426214026012	4.809017377487162	0.2941976793672307	0.18301217392710922	0.19291013102910132	0.3298800156765587	1.5706004663329083	0.9078551066333918	8.295448314354813E-4	1.2874799981864562	8.295448314354823E-4	1.2874799981864582	0.2539851139608034	0.6794602389278823	1.3200920294636034	0.5099714841537001	1.052176381244214	0.3704412917404834	0.48718330655282155	0.27180631586800263	0.7545527723036463	1.587176662940189	6.568599274193703	0.569232738780733	5.8131493272081745	0.5346695372113637	1.8767937985324663	0.400324690084318	1.2137798821462997	2.003905987027744	1.3456286071654013	0.9044404389924877	0.9794442661413556	3.5661742209217726	1.2768369322351054	1.3471914265138787	2.5588114394174033	0.40190874636696416	0.7349566014850883	0.7306666229524849	1.9190506031351788	0.30905345339569623	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	15.0	-51181.99145030974	0.0	0.0	140.0	-1178.7038442144265
32000	-52919.69913047197	-1314.495538416602	-51605.20359205537	2021.3186075190022	43.56918247863273	441.9490459502335	19.331375996701247	5.035034630677037	0.29392655062801976	0.1795433618848003	0.19685983334354634	0.32967025414363355	1.4220929973947247	0.8964522888667847	8.19326897066799E-4	1.5900606998231894	8.193268970667989E-4	1.5900606998231928	0.32428915520078216	0.8930036167142521	0.33737833360777336	0.5222607905395716	0.664427286864084	0.6267764894270015	1.2318835177197631	0.34519314713414767	0.37796123033734985	2.689178935223161	0.9465779264271758	0.11942102592177217	6.552215006136306	0.9079120877460978	0.27430146328223065	0.12986813193281735	2.6183461207894885	1.5712810428034685	1.4364085036423835	0.8705203188818551	1.8194780458699875	2.7626828258888283	0.44938400215181235	0.45954878019166095	2.5568051377248704	0.3889256791698151	1.17275535958406	0.09877932297307224	3.110012239737494	0.6488449532331859	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	15.0	-51176.91188910782	0.0	0.0	148.0	-1179.1056491478712
33000	-52942.58362784166	-1323.3403390128433	-51619.24328882882	2021.2750729640904	44.32762242802966	340.8912979558202	17.988856274115403	4.6472991446587475	0.2929493195288614	0.1801678843478609	0.1946409056165014	0.3322418905067762	1.4157693935211364	0.8998539890058005	8.474991883296211E-4	1.4414085329498822	8.474991883296197E-4	1.4414085329498794	0.40236728740521566	0.46583463306984335	0.2789372169630557	0.23902622527999529	0.4536633261288561	0.11614765730593149	1.7832708250227773	1.0765386185115404	0.4399438841918113	2.1770467479208944	0.830310590701059	0.4397073750851675	6.505638558134516	1.4949899974982943	0.25465903850603216	0.11172401787527553	0.41103921160494333	0.512250237602169	1.6629697066895628	1.0122906530321172	0.6117107007978105	3.702262600764731	0.1703524628664732	0.9007763997165008	3.5530370997575615	1.1620424104072227	0.478205365014208	0.30840466120264537	0.23806193393652242	1.3443401599697598	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	16.0	-51159.22238676013	0.0	0.0	155.0	-1197.7217968907694
34000	-52967.70411923716	-1332.5898458581848	-51635.114273378975	2021.2564018598716	45.913534853743776	413.46202261472456	19.078379156351392	4.922624781265322	0.2944519300023898	0.18049197810909998	0.19386444741762254	0.33119164447088767	0.9396252698050728	0.8623939151013854	8.567128143784462E-4	1.272156719951679	8.567128143784472E-4	1.272156719951682	1.0086877797922	0.5840734898354655	0.44145724693870214	0.26599530850795994	0.5528592261995421	0.2147981022124574	0.7579710379788592	1.0098244901245865	0.8555645000307159	1.0113064875767055	0.3164180109579749	2.581599602642212	4.572384023754582	0.9215706386245365	0.05901357405749757	0.5081090473245279	0.13579120423682084	2.4003222461832383	1.1772119263721097	5.474392319633374	0.8098202144810882	1.9895579023572911	0.1849674726522897	2.5519421515268665	1.3479252823504821	0.14805666313183624	0.2221691429189465	0.6093082908109185	0.7096640325346663	0.589653191360379	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	14.0	-51172.30752704128	0.0	0.0	154.0	-1213.5146258769857
35000	-52944.182383970954	-1306.8692736501007	-51637.31311032085	2021.3445103306462	41.6444151102289	298.4026656680702	18.361789337310856	4.871019785600348	0.2969586702756144	0.1790971485104732	0.1941782768672862	0.32976590434662617	1.130041259048391	0.9040377563635333	8.029253879684751E-4	1.720698464661026	8.02925387968477E-4	1.7206984646610222	0.9050202314894561	2.3528242073317664	0.1857558008162982	0.08301359972086494	1.228967885540816	0.32427467935484344	0.8325711499133469	1.286053610021785	1.170947499956371	2.5879654381675974	0.5045065392627819	2.212281545733135	4.386483480521715	1.2883416991921424	0.3536467690617234	0.877287441749823	0.8954488806227403	3.728699689454392	0.31157867906319897	1.1574150297784664	0.3396820813243501	4.085712459119631	1.0685873902657317	1.1985313895913525	4.026429798743535	0.7900550552745415	0.9527134803812263	0.07095696316212906	0.28331614422654033	0.6261967965386543	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	17.0	-51184.66167290392	0.0	0.0	152.0	-1165.4339784382466
36000	-52954.71472491193	-1315.649244264654	-51639.065480647274	2021.2496518415119	43.79350904086626	460.14571834669516	19.751796083923693	4.991120123496692	0.29364693352979904	0.17980922352314305	0.1887446057590299	0.33779923718802796	0.921483838930721	0.8840021336434083	8.189284106316823E-4	1.5036897439679935	8.189284106316819E-4	1.5036897439679917	0.5632099269704008	3.16155317822681	0.34195653226030526	0.0778262750739352	0.5220260631300135	0.401309667792769	0.45182576374428374	0.4078092689874417	1.0734074656282313	0.7924679922448824	2.651874071405344	0.4543002572227478	5.955636330310861	1.4007711391513458	0.6819620057416474	0.8234715296401763	0.27900095280222514	2.3038854231363906	0.9917385750469078	0.989205467935228	0.4201936993472652	4.189255576635199	1.6989084236360814	4.067891986698365	1.7818939583151656	1.6258335209030168	0.23693949288663338	0.18455714999952832	0.33695695682357113	3.547525869646889	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	15.0	-51168.45276844401	0.0	0.0	157.0	-1178.7595092547263
37000	-53013.016843079866	-1379.316805968095	-51633.70003711177	2021.2982055393834	47.74502634339889	457.9810264704817	20.601565944370552	5.064822193863379	0.2962264605224077	0.17791356618691487	0.19333905117041097	0.3325209221202664	1.1674783219758709	0.8985876965520329	8.039037304515131E-4	1.1702139320106937	8.039037304515141E-4	1.1702139320106941	1.7960646811126264	2.7702819676699355	1.2769001601485857	0.8226392038974191	2.752672553673958	0.39830923385362477	1.2265569120324022	0.6110325135063084	0.8825717943428604	0.30303696898378	2.6216560576429075	2.2225903171337555	7.266981373559217	1.067536470469813	1.5150485111349656	0.7846080432948446	0.28303235353837863	1.668852008664492	1.8446002083629356	0.4704315423210756	0.9945305899443908	2.7465794303127296	1.3928022997113503	1.9657962255891566	2.2418035180589233	0.5347517798663897	0.3659025703569075	1.8305574326839114	0.6400874146743866	1.7925604958945613	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	16.0	-51152.72492132073	0.0	0.0	156.0	-1245.3793861407703
38000	-52992.72884721074	-1335.7797846921812	-51656.94906251856	2021.27712281207	46.045249321126605	346.7776296042552	18.53863778182604	4.2497142280378135	0.29834369063503	0.17857346760015907	0.19476486256471165	0.3283179792000992	1.1154130473113473	0.8947569318598014	8.055867603755144E-4	1.3623508389998693	8.055867603755158E-4	1.3623508389998704	0.7546342993855658	0.9768964530509475	1.578823209223655	2.742626312012329	0.23930244378529023	0.9999078091221588	0.48233283556074186	0.8435167864066606	0.3100416877203623	1.0517823031361306	2.030131185811744	1.2370105402631206	5.9946182867479925	1.3370235067700929	0.7669162153095891	0.3946566335583565	0.7607627412334287	0.9438377038440321	1.6394190123168857	1.4202690086077565	1.0893816626142887	3.621082792244398	0.5656148199347624	0.9293787929942395	2.732242029767148	0.5174113272458869	0.5225773956821991	0.14690510492341938	1.5312850766418946	1.2919861892893458	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	14.0	-51196.83601242235	0.0	0.0	154.0	-1207.4712051133909
39000	-53001.59962662645	-1336.5428503798566	-51665.056776246594	2021.3124563055003	46.4196654563536	333.66361088739535	19.17224855702673	4.562578091936934	0.29665904675245525	0.18012558048381053	0.19307813226591836	0.3301372404978158	1.7026777191726752	0.8977999586909073	8.22360756745105E-4	1.3289389337353936	8.223607567451074E-4	1.3289389337353954	0.3951441628250312	0.874359448202268	2.043437290634972	0.7796636221357066	0.1526881697082465	0.4382652554549204	2.294231403822873	1.1802271553268078	1.717071253267396	1.6549695573791878	0.5550448928828288	3.619783632876619	7.578324115841755	0.8756809838643894	1.720065810101744	0.41617048032223114	1.1417529835225446	0.5772495673471655	1.7079145585102846	1.5912608680829639	0.767372396461327	2.6608320715217553	0.30210523411092677	1.1175402646027974	1.7879616012927855	1.1426749166715526	0.3946763506810067	0.02415099769939094	2.2569462758891343	0.37889651256982054	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	12.0	-51198.14694348099	0.0	0.0	171.0	-1206.7201062571098
